ID,dataset,model,noise,noise-args,robust-method,loss-args,eval_loss,eval_accuracy,epochs,batch_size,best-hyperparameters,seed
LNSD-833,german,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.49733641743659973,0.7950000166893005,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 23, 'hidden_size_1': 40, 'dropout': 0}",42.0
LNSD-725,german,simple-mlp,uniform,0.0,none,[],0.4769347012042999,0.7950000166893005,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 51, 'hidden_size_1': 109, 'dropout': 0}",62.0
LNSD-311,german,simple-mlp,uniform,0.05,boot-soft,[],0.47718346118927,0.7950000166893005,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 64, 'dropout': 0}",147.0
LNSD-412,german,simple-mlp,uniform,0.0,boot-hard,[],0.40546539425849915,0.7900000214576721,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 39, 'hidden_size_1': 61, 'hidden_size_2': 49, 'dropout': 0}",1147.0
LNSD-411,german,simple-mlp,uniform,0.0,boot-soft,[],0.45086926221847534,0.7900000214576721,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 53, 'dropout': 0}",1147.0
LNSD-313,german,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.4891696870326996,0.7900000214576721,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 76, 'hidden_size_1': 52, 'dropout': 0}",147.0
LNSD-302,breast-cancer,simple-mlp,uniform,0.3,boot-hard,[],0.49537259340286255,0.7894737124443054,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 77, 'dropout': 0}",147.0
LNSD-893,diabetes,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-0.15842995047569275,0.7884615659713745,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 28, 'hidden_size_2': 19, 'dropout': 0}",42.0
LNSD-773,diabetes,simple-mlp,uniform,0.1,boot-soft,[],0.3912985026836395,0.7884615659713745,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 37, 'hidden_size_1': 26, 'hidden_size_2': 8, 'dropout': 0}",62.0
LNSD-476,diabetes,simple-mlp,uniform,0.3,boot-soft,[],0.5072077512741089,0.7884615659713745,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 10, 'dropout': 0}",1147.0
LNSD-733,german,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.41126158833503723,0.7850000262260437,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 24, 'dropout': 0}",62.0
LNSD-416,german,simple-mlp,uniform,0.05,boot-soft,[],0.46911782026290894,0.7850000262260437,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 54, 'hidden_size_1': 76, 'dropout': 0}",1147.0
LNSD-324,german,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.2542015314102173,0.7850000262260437,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 105, 'dropout': 0}",147.0
LNSD-312,german,simple-mlp,uniform,0.05,boot-hard,[],0.4307238757610321,0.7850000262260437,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 115, 'dropout': 0}",147.0
LNSD-307,german,simple-mlp,uniform,0.0,boot-hard,[],0.4314631223678589,0.7850000262260437,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 57, 'hidden_size_1': 36, 'dropout': 0}",147.0
LNSD-731,german,simple-mlp,uniform,0.05,boot-soft,[],0.4396331012248993,0.7799999713897705,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 60, 'hidden_size_1': 29, 'hidden_size_2': 10, 'dropout': 0}",62.0
LNSD-729,german,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.45482754707336426,0.7799999713897705,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 79, 'hidden_size_1': 14, 'dropout': 0}",62.0
LNSD-634,german,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.3734562397003174,0.7799999713897705,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 15, 'hidden_size_1': 91, 'dropout': 0}",777.0
LNSD-433,german,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-0.10157374292612076,0.7799999713897705,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 96, 'hidden_size_1': 46, 'dropout': 0}",1147.0
LNSD-423,german,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.49253201484680176,0.7799999713897705,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 128, 'dropout': 0}",1147.0
LNSD-419,german,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.4312511086463928,0.7799999713897705,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 59, 'hidden_size_1': 37, 'dropout': 0}",1147.0
LNSD-413,german,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.4844123423099518,0.7799999713897705,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 79, 'hidden_size_1': 9, 'hidden_size_2': 101, 'dropout': 0}",1147.0
LNSD-318,german,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.48862212896347046,0.7799999713897705,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 126, 'dropout': 0}",147.0
LNSD-939,german,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.473145067691803,0.7749999761581421,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 59, 'hidden_size_1': 35, 'hidden_size_2': 12, 'dropout': 0}",1746.0
LNSD-935,german,simple-mlp,uniform,0.0,none,[],0.4884304702281952,0.7749999761581421,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 36, 'dropout': 0}",1746.0
LNSD-740,german,simple-mlp,uniform,0.15,none,[],0.5231150984764099,0.7749999761581421,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 8, 'dropout': 0}",62.0
LNSD-739,german,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.3490901291370392,0.7749999761581421,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 21, 'hidden_size_2': 14, 'dropout': 0}",62.0
LNSD-417,german,simple-mlp,uniform,0.05,boot-hard,[],0.4372116029262543,0.7749999761581421,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 66, 'hidden_size_1': 37, 'hidden_size_2': 23, 'dropout': 0}",1147.0
LNSD-306,german,simple-mlp,uniform,0.0,boot-soft,[],0.4817695617675781,0.7749999761581421,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 56, 'dropout': 0}",147.0
LNSD-305,german,simple-mlp,uniform,0.0,none,[],0.48100197315216064,0.7749999761581421,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 72, 'dropout': 0}",147.0
LNSD-304,breast-cancer,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-0.32032567262649536,0.7719298005104065,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 9, 'hidden_size_1': 63, 'dropout': 0}",147.0
LNSD-942,german,simple-mlp,uniform,0.05,boot-hard,[],0.48534974455833435,0.7699999809265137,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 21, 'hidden_size_1': 51, 'hidden_size_2': 41, 'dropout': 0}",1746.0
LNSD-839,german,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.45365455746650696,0.7699999809265137,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 16, 'hidden_size_1': 9, 'dropout': 0}",42.0
LNSD-837,german,simple-mlp,uniform,0.05,boot-hard,[],0.45638492703437805,0.7699999809265137,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 99, 'hidden_size_1': 34, 'hidden_size_2': 38, 'dropout': 0}",42.0
LNSD-436,german,simple-mlp,uniform,0.25,boot-soft,[],0.5261828303337097,0.7699999809265137,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 24, 'hidden_size_1': 8, 'dropout': 0}",1147.0
LNSD-424,german,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.3781373202800751,0.7699999809265137,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 61, 'hidden_size_1': 77, 'hidden_size_2': 24, 'dropout': 0}",1147.0
LNSD-410,german,simple-mlp,uniform,0.0,none,[],0.4939182996749878,0.7699999809265137,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 26, 'hidden_size_1': 78, 'hidden_size_2': 72, 'dropout': 0}",1147.0
LNSD-314,german,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.4653351902961731,0.7699999809265137,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 105, 'hidden_size_1': 19, 'dropout': 0}",147.0
LNSD-310,german,simple-mlp,uniform,0.05,none,[],0.4778575599193573,0.7699999809265137,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 77, 'dropout': 0}",147.0
LNSD-793,diabetes,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.5685742497444153,0.7692307829856873,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 12, 'dropout': 0}",62.0
LNSD-947,german,simple-mlp,uniform,0.1,boot-hard,[],0.4713331460952759,0.7649999856948853,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 9, 'hidden_size_1': 125, 'dropout': 0}",1746.0
LNSD-940,german,simple-mlp,uniform,0.05,none,[],0.5123476386070251,0.7649999856948853,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 22, 'dropout': 0}",1746.0
LNSD-858,german,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.601881206035614,0.7649999856948853,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 11, 'dropout': 0}",42.0
LNSD-831,german,simple-mlp,uniform,0.0,boot-soft,[],0.49335259199142456,0.7649999856948853,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 43, 'hidden_size_1': 11, 'hidden_size_2': 17, 'dropout': 0}",42.0
LNSD-752,german,simple-mlp,uniform,0.25,boot-hard,[],0.5332787036895752,0.7649999856948853,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 10, 'dropout': 0}",62.0
LNSD-742,german,simple-mlp,uniform,0.15,boot-hard,[],0.44199272990226746,0.7649999856948853,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 80, 'hidden_size_1': 11, 'dropout': 0}",62.0
LNSD-648,german,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.5566351413726807,0.7649999856948853,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 52, 'hidden_size_1': 36, 'hidden_size_2': 16, 'dropout': 0}",777.0
LNSD-631,german,simple-mlp,uniform,0.1,none,[],0.5103100538253784,0.7649999856948853,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 23, 'hidden_size_1': 20, 'hidden_size_2': 23, 'dropout': 0}",777.0
LNSD-625,german,simple-mlp,uniform,0.05,none,[],0.5105161070823669,0.7649999856948853,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 19, 'dropout': 0}",777.0
LNSD-338,german,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.5596372485160828,0.7649999856948853,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 126, 'hidden_size_1': 117, 'dropout': 0}",147.0
LNSD-320,german,simple-mlp,uniform,0.15,none,[],0.5159836411476135,0.7649999856948853,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 85, 'dropout': 0}",147.0
LNSD-830,german,simple-mlp,uniform,0.0,none,[],0.49156907200813293,0.7599999904632568,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 8, 'hidden_size_1': 126, 'dropout': 0}",42.0
LNSD-741,german,simple-mlp,uniform,0.15,boot-soft,[],0.5109105110168457,0.7599999904632568,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 79, 'dropout': 0}",62.0
LNSD-735,german,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.47759923338890076,0.7599999904632568,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 38, 'dropout': 0}",62.0
LNSD-730,german,simple-mlp,uniform,0.05,none,[],0.4715985953807831,0.7599999904632568,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 35, 'hidden_size_1': 28, 'hidden_size_2': 27, 'dropout': 0}",62.0
LNSD-640,german,simple-mlp,uniform,0.2,none,[],0.5504612922668457,0.7599999904632568,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 25, 'hidden_size_2': 106, 'dropout': 0}",777.0
LNSD-430,german,simple-mlp,uniform,0.2,none,[],0.5154300332069397,0.7599999904632568,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 54, 'hidden_size_1': 76, 'dropout': 0}",1147.0
LNSD-316,german,simple-mlp,uniform,0.1,boot-soft,[],0.5214830636978149,0.7599999904632568,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 59, 'hidden_size_1': 85, 'hidden_size_2': 75, 'dropout': 0}",147.0
LNSD-787,diabetes,simple-mlp,uniform,0.25,boot-hard,[],0.4644140899181366,0.7596153616905212,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 14, 'dropout': 0}",62.0
LNSD-946,german,simple-mlp,uniform,0.1,boot-soft,[],0.5173159837722778,0.7549999952316284,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 20, 'dropout': 0}",1746.0
LNSD-936,german,simple-mlp,uniform,0.0,boot-hard,[],0.45218417048454285,0.7549999952316284,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 31, 'dropout': 0}",1746.0
LNSD-845,german,simple-mlp,uniform,0.15,none,[],0.5176604390144348,0.7549999952316284,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 48, 'dropout': 0}",42.0
LNSD-843,german,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.519749641418457,0.7549999952316284,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 71, 'hidden_size_2': 12, 'dropout': 0}",42.0
LNSD-743,german,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.507725715637207,0.7549999952316284,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 15, 'hidden_size_1': 33, 'hidden_size_2': 126, 'dropout': 0}",62.0
LNSD-738,german,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.5144160389900208,0.7549999952316284,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 127, 'hidden_size_1': 61, 'hidden_size_2': 58, 'dropout': 0}",62.0
LNSD-734,german,simple-mlp,uniform,0.1,boot-soft,[],0.4768420457839966,0.7549999952316284,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 10, 'hidden_size_1': 79, 'dropout': 0}",62.0
LNSD-620,german,simple-mlp,uniform,0.0,none,[],0.49212223291397095,0.7549999952316284,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 34, 'hidden_size_1': 10, 'dropout': 0}",777.0
LNSD-429,german,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.15167568624019623,0.7549999952316284,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 127, 'hidden_size_1': 16, 'dropout': 0}",1147.0
LNSD-428,german,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.5259984731674194,0.7549999952316284,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 28, 'hidden_size_1': 67, 'hidden_size_2': 92, 'dropout': 0}",1147.0
LNSD-427,german,simple-mlp,uniform,0.15,boot-hard,[],0.4376550614833832,0.7549999952316284,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 117, 'hidden_size_1': 15, 'hidden_size_2': 11, 'dropout': 0}",1147.0
LNSD-422,german,simple-mlp,uniform,0.1,boot-hard,[],0.4269917607307434,0.7549999952316284,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 99, 'hidden_size_1': 67, 'dropout': 0}",1147.0
LNSD-415,german,simple-mlp,uniform,0.05,none,[],0.5053290724754333,0.7549999952316284,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 52, 'hidden_size_1': 30, 'hidden_size_2': 67, 'dropout': 0}",1147.0
LNSD-327,german,simple-mlp,uniform,0.2,boot-hard,[],0.48905280232429504,0.7549999952316284,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 21, 'hidden_size_1': 41, 'hidden_size_2': 128, 'dropout': 0}",147.0
LNSD-326,german,simple-mlp,uniform,0.2,boot-soft,[],0.5452645421028137,0.7549999952316284,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 70, 'hidden_size_1': 8, 'dropout': 0}",147.0
LNSD-953,german,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.538247287273407,0.75,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 38, 'hidden_size_1': 15, 'dropout': 0}",1746.0
LNSD-948,german,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.5209500193595886,0.75,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 34, 'hidden_size_1': 47, 'dropout': 0}",1746.0
LNSD-937,german,simple-mlp,uniform,0.0,boot-soft,[],0.4953826069831848,0.75,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 36, 'dropout': 0}",1746.0
LNSD-898,diabetes,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.09077192097902298,0.75,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 10, 'hidden_size_1': 24, 'dropout': 0}",42.0
LNSD-859,german,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.10291797667741776,0.75,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 29, 'dropout': 0}",42.0
LNSD-848,german,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.551456093788147,0.75,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 8, 'hidden_size_1': 126, 'dropout': 0}",42.0
LNSD-844,german,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.3553781509399414,0.75,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 8, 'hidden_size_1': 126, 'dropout': 0}",42.0
LNSD-842,german,simple-mlp,uniform,0.1,boot-hard,[],0.5112332105636597,0.75,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 8, 'hidden_size_1': 8, 'dropout': 0}",42.0
LNSD-838,german,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.5045045018196106,0.75,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 29, 'hidden_size_1': 100, 'hidden_size_2': 25, 'dropout': 0}",42.0
LNSD-832,german,simple-mlp,uniform,0.0,boot-hard,[],0.4598669409751892,0.75,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 31, 'dropout': 0}",42.0
LNSD-753,german,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.5961203575134277,0.75,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 10, 'dropout': 0}",62.0
LNSD-749,german,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.22046314179897308,0.75,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 9, 'dropout': 0}",62.0
LNSD-745,german,simple-mlp,uniform,0.2,none,[],0.5286265015602112,0.75,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 57, 'hidden_size_1': 15, 'dropout': 0}",62.0
LNSD-737,german,simple-mlp,uniform,0.1,boot-hard,[],0.43643078207969666,0.75,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 60, 'hidden_size_1': 29, 'hidden_size_2': 10, 'dropout': 0}",62.0
LNSD-736,german,simple-mlp,uniform,0.1,none,[],0.49627575278282166,0.75,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 38, 'hidden_size_1': 11, 'hidden_size_2': 21, 'dropout': 0}",62.0
LNSD-438,german,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.5652977824211121,0.75,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 22, 'dropout': 0}",1147.0
LNSD-437,german,simple-mlp,uniform,0.25,boot-hard,[],0.4689235985279083,0.75,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 46, 'hidden_size_1': 33, 'dropout': 0}",1147.0
LNSD-420,german,simple-mlp,uniform,0.1,none,[],0.5012436509132385,0.75,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 70, 'dropout': 0}",1147.0
LNSD-332,german,simple-mlp,uniform,0.25,boot-hard,[],0.5134103298187256,0.75,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 63, 'dropout': 0}",147.0
LNSD-323,german,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.5574910044670105,0.75,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 9, 'hidden_size_1': 25, 'dropout': 0}",147.0
LNSD-315,german,simple-mlp,uniform,0.1,none,[],0.5374691486358643,0.75,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 53, 'hidden_size_1': 10, 'hidden_size_2': 112, 'dropout': 0}",147.0
LNSD-1039,german,simple-mlp,uniform,0.0,none,[],0.5721708536148071,0.7450000047683716,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 78, 'dropout': 0}",321.0
LNSD-969,german,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.06638122349977493,0.7450000047683716,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 36, 'dropout': 0}",1746.0
LNSD-949,german,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.35276004672050476,0.7450000047683716,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 125, 'dropout': 0}",1746.0
LNSD-856,german,simple-mlp,uniform,0.25,boot-soft,[],0.5792029500007629,0.7450000047683716,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 11, 'hidden_size_1': 8, 'hidden_size_2': 33, 'dropout': 0}",42.0
LNSD-834,german,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.5099677443504333,0.7450000047683716,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 17, 'hidden_size_1': 118, 'dropout': 0}",42.0
LNSD-746,german,simple-mlp,uniform,0.2,boot-soft,[],0.563508927822113,0.7450000047683716,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 15, 'dropout': 0}",62.0
LNSD-744,german,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.32179203629493713,0.7450000047683716,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 11, 'hidden_size_1': 49, 'dropout': 0}",62.0
LNSD-647,german,simple-mlp,uniform,0.25,boot-hard,[],0.5175110697746277,0.7450000047683716,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 38, 'hidden_size_1': 15, 'dropout': 0}",777.0
LNSD-637,german,simple-mlp,uniform,0.15,boot-hard,[],0.4627580940723419,0.7450000047683716,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 90, 'dropout': 0}",777.0
LNSD-630,german,simple-mlp,uniform,0.1,boot-soft,[],0.5300862789154053,0.7450000047683716,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 24, 'hidden_size_1': 16, 'hidden_size_2': 29, 'dropout': 0}",777.0
LNSD-547,german,simple-mlp,uniform,0.3,boot-hard,[],0.5362403988838196,0.7450000047683716,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 78, 'hidden_size_1': 8, 'dropout': 0}",1234.0
LNSD-334,german,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.058023251593112946,0.7450000047683716,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 30, 'hidden_size_2': 38, 'dropout': 0}",147.0
LNSD-333,german,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.5938052535057068,0.7450000047683716,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 8, 'dropout': 0}",147.0
LNSD-328,german,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.5529622435569763,0.7450000047683716,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 70, 'dropout': 0}",147.0
LNSD-319,german,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.35585784912109375,0.7450000047683716,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 86, 'dropout': 0}",147.0
LNSD-964,german,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.17401611804962158,0.7400000095367432,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 29, 'dropout': 0}",1746.0
LNSD-955,german,simple-mlp,uniform,0.2,none,[],0.5825210809707642,0.7400000095367432,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 12, 'dropout': 0}",1746.0
LNSD-945,german,simple-mlp,uniform,0.1,none,[],0.5128699541091919,0.7400000095367432,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 20, 'dropout': 0}",1746.0
LNSD-727,german,simple-mlp,uniform,0.0,boot-hard,[],0.4510096311569214,0.7400000095367432,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 33, 'hidden_size_1': 27, 'dropout': 0}",62.0
LNSD-726,german,simple-mlp,uniform,0.0,boot-soft,[],0.589171290397644,0.7400000095367432,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 127, 'hidden_size_1': 61, 'hidden_size_2': 58, 'dropout': 0}",62.0
LNSD-649,german,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.09238103032112122,0.7400000095367432,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 18, 'dropout': 0}",777.0
LNSD-636,german,simple-mlp,uniform,0.15,boot-soft,[],0.5661567449569702,0.7400000095367432,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 86, 'hidden_size_1': 44, 'hidden_size_2': 57, 'dropout': 0}",777.0
LNSD-629,german,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.44242164492607117,0.7400000095367432,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 9, 'hidden_size_1': 71, 'dropout': 0}",777.0
LNSD-628,german,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.5197984576225281,0.7400000095367432,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 15, 'dropout': 0}",777.0
LNSD-623,german,simple-mlp,uniform,0.0,boot-hard,[],0.4598163664340973,0.7400000095367432,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 40, 'dropout': 0}",777.0
