ID,dataset,model,noise,noise-args,robust-method,loss-args,eval_loss,eval_accuracy,epochs,batch_size,best-hyperparameters,seed
LNSD-1078,diabetes,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.16221362352371216,0.9615384340286255,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 115, 'hidden_size_1': 39, 'hidden_size_2': 63, 'dropout': 0}",321.0
LNSD-1075,diabetes,simple-mlp,uniform,0.0,none,[],0.16271349787712097,0.9615384340286255,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 122, 'hidden_size_1': 50, 'hidden_size_2': 67, 'dropout': 0}",321.0
LNSD-868,diabetes,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.11398983746767044,0.9615384340286255,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 128, 'hidden_size_1': 30, 'hidden_size_2': 12, 'dropout': 0}",42.0
LNSD-655,diabetes,simple-mlp,uniform,0.0,none,[],0.11947353184223175,0.9615384340286255,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 126, 'hidden_size_1': 62, 'hidden_size_2': 57, 'dropout': 0}",777.0
LNSD-579,diabetes,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.27779823541641235,0.9615384340286255,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 125, 'hidden_size_1': 26, 'hidden_size_2': 17, 'dropout': 0}",1234.0
LNSD-359,diabetes,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-0.6525722146034241,0.9615384340286255,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 75, 'hidden_size_1': 20, 'hidden_size_2': 15, 'dropout': 0}",147.0
LNSD-349,diabetes,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",-0.039243780076503754,0.9615384340286255,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 58, 'hidden_size_1': 42, 'hidden_size_2': 8, 'dropout': 0}",147.0
LNSD-1024,breast-cancer,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-0.5260904431343079,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 44, 'hidden_size_1': 12, 'hidden_size_2': 41, 'dropout': 0}",321.0
LNSD-1021,breast-cancer,simple-mlp,uniform,0.15,boot-soft,[],0.29034069180488586,0.9561403393745422,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 72, 'dropout': 0}",321.0
LNSD-932,breast-cancer,simple-mlp,uniform,0.3,boot-hard,[],0.35876771807670593,0.9561403393745422,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 24, 'hidden_size_1': 28, 'dropout': 0}",1746.0
LNSD-912,breast-cancer,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",-0.18263296782970428,0.9561403393745422,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 21, 'hidden_size_1': 22, 'dropout': 0}",1746.0
LNSD-826,breast-cancer,simple-mlp,uniform,0.3,boot-soft,[],0.4280245900154114,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 93, 'hidden_size_2': 127, 'dropout': 0}",42.0
LNSD-806,breast-cancer,simple-mlp,uniform,0.1,boot-soft,[],0.1712786704301834,0.9561403393745422,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 60, 'dropout': 0}",42.0
LNSD-802,breast-cancer,simple-mlp,uniform,0.05,boot-soft,[],0.13200993835926056,0.9561403393745422,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 120, 'hidden_size_1': 119, 'dropout': 0}",42.0
LNSD-801,breast-cancer,simple-mlp,uniform,0.05,none,[],0.12995341420173645,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 128, 'hidden_size_1': 117, 'hidden_size_2': 64, 'dropout': 0}",42.0
LNSD-710,breast-cancer,simple-mlp,uniform,0.2,none,[],0.27149221301078796,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 34, 'hidden_size_1': 123, 'hidden_size_2': 8, 'dropout': 0}",62.0
LNSD-709,breast-cancer,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-0.8726685643196106,0.9561403393745422,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 125, 'dropout': 0}",62.0
LNSD-708,breast-cancer,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.26666346192359924,0.9561403393745422,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 80, 'hidden_size_1': 11, 'dropout': 0}",62.0
LNSD-697,breast-cancer,simple-mlp,uniform,0.05,boot-hard,[],0.16851957142353058,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 56, 'hidden_size_1': 62, 'hidden_size_2': 10, 'dropout': 0}",62.0
LNSD-614,breast-cancer,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-3.6283822059631348,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 28, 'hidden_size_2': 80, 'dropout': 0}",777.0
LNSD-611,breast-cancer,simple-mlp,uniform,0.25,boot-soft,[],0.3006228506565094,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 28, 'hidden_size_1': 46, 'hidden_size_2': 57, 'dropout': 0}",777.0
LNSD-607,breast-cancer,simple-mlp,uniform,0.2,boot-hard,[],0.264314204454422,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 23, 'hidden_size_1': 20, 'hidden_size_2': 23, 'dropout': 0}",777.0
LNSD-599,breast-cancer,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",-0.7276649475097656,0.9561403393745422,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 59, 'hidden_size_1': 67, 'dropout': 0}",777.0
LNSD-597,breast-cancer,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.21535591781139374,0.9561403393745422,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 59, 'hidden_size_1': 67, 'dropout': 0}",777.0
LNSD-596,breast-cancer,simple-mlp,uniform,0.1,boot-hard,[],0.17783084511756897,0.9561403393745422,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 59, 'hidden_size_1': 67, 'dropout': 0}",777.0
LNSD-594,breast-cancer,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.16285689175128937,0.9561403393745422,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 126, 'hidden_size_1': 80, 'dropout': 0}",777.0
LNSD-488,breast-cancer,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.17190489172935486,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 43, 'hidden_size_2': 67, 'dropout': 0}",1234.0
LNSD-485,breast-cancer,simple-mlp,uniform,0.0,none,[],0.18095247447490692,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 43, 'hidden_size_2': 67, 'dropout': 0}",1234.0
LNSD-484,breast-cancer,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.18095244467258453,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 43, 'hidden_size_2': 67, 'dropout': 0}",1234.0
LNSD-480,breast-cancer,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.18095244467258453,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 43, 'hidden_size_2': 67, 'dropout': 0}",1234.0
LNSD-394,breast-cancer,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-1.0330662727355957,0.9561403393745422,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 46, 'hidden_size_1': 33, 'dropout': 0}",1147.0
LNSD-391,breast-cancer,simple-mlp,uniform,0.15,boot-soft,[],0.26188066601753235,0.9561403393745422,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 10, 'hidden_size_1': 68, 'dropout': 0}",1147.0
LNSD-378,breast-cancer,simple-mlp,uniform,0.05,boot-soft,[],0.17107895016670227,0.9561403393745422,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 67, 'dropout': 0}",1147.0
LNSD-375,breast-cancer,simple-mlp,uniform,0.05,none,[],0.15339648723602295,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 39, 'hidden_size_1': 22, 'hidden_size_2': 45, 'dropout': 0}",1147.0
LNSD-293,breast-cancer,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.3487573564052582,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 25, 'hidden_size_1': 22, 'hidden_size_2': 41, 'dropout': 0}",147.0
LNSD-284,breast-cancer,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",-0.9979022741317749,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 17, 'hidden_size_1': 61, 'hidden_size_2': 110, 'dropout': 0}",147.0
LNSD-282,breast-cancer,simple-mlp,uniform,0.1,boot-hard,[],0.1543997824192047,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 122, 'hidden_size_1': 67, 'hidden_size_2': 116, 'dropout': 0}",147.0
LNSD-280,breast-cancer,simple-mlp,uniform,0.1,none,[],0.18359100818634033,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 122, 'hidden_size_1': 67, 'hidden_size_2': 116, 'dropout': 0}",147.0
LNSD-278,breast-cancer,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.1707339584827423,0.9561403393745422,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 77, 'dropout': 0}",147.0
LNSD-276,breast-cancer,simple-mlp,uniform,0.05,boot-hard,[],0.15144361555576324,0.9561403393745422,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 112, 'hidden_size_1': 9, 'dropout': 0}",147.0
LNSD-275,breast-cancer,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.1686316728591919,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 30, 'hidden_size_2': 38, 'dropout': 0}",147.0
LNSD-274,breast-cancer,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.1686316728591919,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 30, 'hidden_size_2': 38, 'dropout': 0}",147.0
LNSD-273,breast-cancer,simple-mlp,uniform,0.05,boot-soft,[],0.17851774394512177,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 27, 'hidden_size_1': 22, 'hidden_size_2': 46, 'dropout': 0}",147.0
LNSD-271,breast-cancer,simple-mlp,uniform,0.0,boot-hard,[],0.15516884624958038,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 30, 'hidden_size_2': 38, 'dropout': 0}",147.0
LNSD-270,breast-cancer,simple-mlp,uniform,0.0,none,[],0.1686316877603531,0.9561403393745422,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 30, 'hidden_size_2': 38, 'dropout': 0}",147.0
LNSD-1084,diabetes,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.009834367781877518,0.9519230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 96, 'hidden_size_1': 8, 'hidden_size_2': 128, 'dropout': 0}",321.0
LNSD-1081,diabetes,simple-mlp,uniform,0.05,boot-soft,[],0.14599131047725677,0.9519230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 87, 'hidden_size_1': 107, 'hidden_size_2': 36, 'dropout': 0}",321.0
LNSD-1080,diabetes,simple-mlp,uniform,0.05,none,[],0.19320300221443176,0.9519230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 101, 'hidden_size_1': 11, 'hidden_size_2': 70, 'dropout': 0}",321.0
LNSD-1079,diabetes,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.14970490336418152,0.9519230723381042,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 124, 'hidden_size_1': 12, 'dropout': 0}",321.0
LNSD-1077,diabetes,simple-mlp,uniform,0.0,boot-hard,[],0.1464308351278305,0.9519230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 128, 'hidden_size_1': 14, 'hidden_size_2': 105, 'dropout': 0}",321.0
LNSD-1076,diabetes,simple-mlp,uniform,0.0,boot-soft,[],0.17183002829551697,0.9519230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 124, 'hidden_size_1': 46, 'hidden_size_2': 18, 'dropout': 0}",321.0
LNSD-872,diabetes,simple-mlp,uniform,0.05,boot-hard,[],0.1456163376569748,0.9519230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 111, 'hidden_size_1': 25, 'hidden_size_2': 91, 'dropout': 0}",42.0
LNSD-865,diabetes,simple-mlp,uniform,0.0,none,[],0.12988601624965668,0.9519230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 100, 'hidden_size_1': 52, 'hidden_size_2': 34, 'dropout': 0}",42.0
LNSD-760,diabetes,simple-mlp,uniform,0.0,none,[],0.2046896368265152,0.9519230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 93, 'hidden_size_1': 74, 'hidden_size_2': 64, 'dropout': 0}",62.0
LNSD-567,diabetes,simple-mlp,uniform,0.15,boot-hard,[],0.23812603950500488,0.9519230723381042,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 94, 'dropout': 0}",1234.0
LNSD-366,diabetes,simple-mlp,uniform,0.25,boot-hard,[],0.32561415433883667,0.9519230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 119, 'hidden_size_1': 34, 'hidden_size_2': 22, 'dropout': 0}",147.0
LNSD-346,diabetes,simple-mlp,uniform,0.05,boot-soft,[],0.1965799182653427,0.9519230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 30, 'hidden_size_1': 44, 'hidden_size_2': 13, 'dropout': 0}",147.0
LNSD-1033,breast-cancer,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.38995361328125,0.9473684430122375,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 29, 'hidden_size_1': 23, 'dropout': 0}",321.0
LNSD-1020,breast-cancer,simple-mlp,uniform,0.15,none,[],0.25445735454559326,0.9473684430122375,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 8, 'hidden_size_2': 127, 'dropout': 0}",321.0
LNSD-1017,breast-cancer,simple-mlp,uniform,0.1,boot-hard,[],0.16340379416942596,0.9473684430122375,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 29, 'hidden_size_1': 23, 'dropout': 0}",321.0
LNSD-1015,breast-cancer,simple-mlp,uniform,0.1,none,[],0.16045239567756653,0.9473684430122375,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 64, 'hidden_size_1': 122, 'dropout': 0}",321.0
LNSD-1011,breast-cancer,simple-mlp,uniform,0.05,boot-hard,[],0.18516865372657776,0.9473684430122375,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 28, 'dropout': 0}",321.0
LNSD-1010,breast-cancer,simple-mlp,uniform,0.0,boot-soft,[],0.1265593022108078,0.9473684430122375,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 33, 'dropout': 0}",321.0
LNSD-916,breast-cancer,simple-mlp,uniform,0.15,boot-soft,[],0.2774522304534912,0.9473684430122375,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 22, 'hidden_size_1': 11, 'dropout': 0}",1746.0
LNSD-822,breast-cancer,simple-mlp,uniform,0.25,boot-hard,[],0.3302662968635559,0.9473684430122375,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 70, 'hidden_size_1': 23, 'hidden_size_2': 21, 'dropout': 0}",42.0
LNSD-811,breast-cancer,simple-mlp,uniform,0.15,boot-soft,[],0.3274010717868805,0.9473684430122375,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 28, 'dropout': 0}",42.0
LNSD-810,breast-cancer,simple-mlp,uniform,0.15,none,[],0.25029826164245605,0.9473684430122375,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 72, 'hidden_size_1': 13, 'hidden_size_2': 69, 'dropout': 0}",42.0
LNSD-707,breast-cancer,simple-mlp,uniform,0.15,boot-hard,[],0.22026938199996948,0.9473684430122375,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 11, 'hidden_size_1': 53, 'hidden_size_2': 8, 'dropout': 0}",62.0
LNSD-608,breast-cancer,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.33412253856658936,0.9473684430122375,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 12, 'hidden_size_1': 31, 'hidden_size_2': 74, 'dropout': 0}",777.0
LNSD-589,breast-cancer,simple-mlp,uniform,0.05,boot-hard,[],0.14309898018836975,0.9473684430122375,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 52, 'hidden_size_1': 36, 'hidden_size_2': 16, 'dropout': 0}",777.0
LNSD-587,breast-cancer,simple-mlp,uniform,0.05,boot-soft,[],0.1955173760652542,0.9473684430122375,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 34, 'hidden_size_1': 72, 'dropout': 0}",777.0
LNSD-585,breast-cancer,simple-mlp,uniform,0.0,boot-soft,[],0.10138297826051712,0.9473684430122375,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 52, 'hidden_size_1': 36, 'hidden_size_2': 16, 'dropout': 0}",777.0
LNSD-505,breast-cancer,simple-mlp,uniform,0.25,boot-soft,[],0.35129937529563904,0.9473684430122375,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 21, 'dropout': 0}",1234.0
LNSD-503,breast-cancer,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.36553841829299927,0.9473684430122375,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 21, 'hidden_size_1': 30, 'dropout': 0}",1234.0
LNSD-495,breast-cancer,simple-mlp,uniform,0.15,none,[],0.29554787278175354,0.9473684430122375,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 94, 'dropout': 0}",1234.0
LNSD-487,breast-cancer,simple-mlp,uniform,0.05,boot-hard,[],0.2056450992822647,0.9473684430122375,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 21, 'dropout': 0}",1234.0
LNSD-483,breast-cancer,simple-mlp,uniform,0.05,boot-soft,[],0.16892485320568085,0.9473684430122375,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 43, 'hidden_size_2': 67, 'dropout': 0}",1234.0
LNSD-482,breast-cancer,simple-mlp,uniform,0.0,boot-soft,[],0.20266346633434296,0.9473684430122375,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 43, 'hidden_size_2': 67, 'dropout': 0}",1234.0
LNSD-399,breast-cancer,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-0.8478474617004395,0.9473684430122375,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 37, 'dropout': 0}",1147.0
LNSD-389,breast-cancer,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",-0.22998233139514923,0.9473684430122375,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 20, 'hidden_size_2': 37, 'dropout': 0}",1147.0
LNSD-289,breast-cancer,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-0.94833904504776,0.9473684430122375,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 128, 'hidden_size_1': 46, 'dropout': 0}",147.0
LNSD-285,breast-cancer,simple-mlp,uniform,0.15,none,[],0.22078892588615417,0.9473684430122375,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 118, 'hidden_size_1': 69, 'dropout': 0}",147.0
LNSD-283,breast-cancer,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.21485517919063568,0.9473684430122375,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 37, 'hidden_size_1': 125, 'hidden_size_2': 124, 'dropout': 0}",147.0
LNSD-279,breast-cancer,simple-mlp,uniform,0.1,boot-soft,[],0.17476145923137665,0.9473684430122375,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 109, 'hidden_size_1': 70, 'dropout': 0}",147.0
LNSD-272,breast-cancer,simple-mlp,uniform,0.05,none,[],0.16103781759738922,0.9473684430122375,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 80, 'hidden_size_1': 53, 'hidden_size_2': 13, 'dropout': 0}",147.0
LNSD-1092,diabetes,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.2674718201160431,0.942307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 92, 'hidden_size_1': 122, 'hidden_size_2': 128, 'dropout': 0}",321.0
LNSD-1082,diabetes,simple-mlp,uniform,0.05,boot-hard,[],0.15682312846183777,0.942307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 93, 'hidden_size_1': 37, 'hidden_size_2': 92, 'dropout': 0}",321.0
LNSD-972,diabetes,simple-mlp,uniform,0.0,boot-hard,[],0.18480521440505981,0.942307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 128, 'hidden_size_1': 119, 'hidden_size_2': 115, 'dropout': 0}",1746.0
LNSD-870,diabetes,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.16328515112400055,0.942307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 37, 'hidden_size_1': 36, 'hidden_size_2': 32, 'dropout': 0}",42.0
LNSD-677,diabetes,simple-mlp,uniform,0.2,boot-hard,[],0.3021542727947235,0.942307710647583,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 103, 'dropout': 0}",777.0
LNSD-672,diabetes,simple-mlp,uniform,0.15,boot-hard,[],0.23876319825649261,0.942307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 69, 'hidden_size_1': 106, 'hidden_size_2': 14, 'dropout': 0}",777.0
LNSD-576,diabetes,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-1.570142149925232,0.942307710647583,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 94, 'dropout': 0}",1234.0
LNSD-575,diabetes,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.4384285807609558,0.942307710647583,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 68, 'dropout': 0}",1234.0
LNSD-570,diabetes,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-0.1975831836462021,0.942307710647583,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 30, 'dropout': 0}",1234.0
LNSD-559,diabetes,simple-mlp,uniform,0.1,none,[],0.17973507940769196,0.942307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 43, 'hidden_size_2': 67, 'dropout': 0}",1234.0
LNSD-553,diabetes,simple-mlp,uniform,0.05,boot-hard,[],0.18453501164913177,0.942307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 67, 'hidden_size_1': 19, 'hidden_size_2': 17, 'dropout': 0}",1234.0
LNSD-455,diabetes,simple-mlp,uniform,0.1,none,[],0.24414928257465363,0.942307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 72, 'hidden_size_1': 14, 'hidden_size_2': 122, 'dropout': 0}",1147.0
LNSD-449,diabetes,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.1898399293422699,0.942307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 55, 'hidden_size_1': 14, 'hidden_size_2': 121, 'dropout': 0}",1147.0
LNSD-447,diabetes,simple-mlp,uniform,0.0,boot-hard,[],0.14428220689296722,0.942307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 72, 'hidden_size_1': 61, 'hidden_size_2': 78, 'dropout': 0}",1147.0
LNSD-358,diabetes,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.3466722369194031,0.942307710647583,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 77, 'dropout': 0}",147.0
LNSD-357,diabetes,simple-mlp,uniform,0.15,boot-hard,[],0.29391032457351685,0.942307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 25, 'hidden_size_1': 22, 'hidden_size_2': 41, 'dropout': 0}",147.0
LNSD-1027,breast-cancer,simple-mlp,uniform,0.2,boot-hard,[],0.3300211429595947,0.9385964870452881,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 52, 'dropout': 0}",321.0
LNSD-1019,breast-cancer,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",-0.40609604120254517,0.9385964870452881,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 10, 'hidden_size_1': 33, 'dropout': 0}",321.0
LNSD-1016,breast-cancer,simple-mlp,uniform,0.1,boot-soft,[],0.16951721906661987,0.9385964870452881,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 64, 'hidden_size_1': 122, 'dropout': 0}",321.0
LNSD-928,breast-cancer,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.40968576073646545,0.9385964870452881,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 17, 'hidden_size_1': 123, 'hidden_size_2': 116, 'dropout': 0}",1746.0
LNSD-924,breast-cancer,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-1.0021579265594482,0.9385964870452881,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 29, 'hidden_size_1': 18, 'dropout': 0}",1746.0
LNSD-612,breast-cancer,simple-mlp,uniform,0.25,boot-hard,[],0.2832602262496948,0.9385964870452881,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 59, 'hidden_size_2': 116, 'dropout': 0}",777.0
LNSD-610,breast-cancer,simple-mlp,uniform,0.25,none,[],0.3400821089744568,0.9385964870452881,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 23, 'hidden_size_1': 20, 'hidden_size_2': 23, 'dropout': 0}",777.0
LNSD-609,breast-cancer,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-2.9461450576782227,0.9385964870452881,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 73, 'hidden_size_1': 113, 'hidden_size_2': 14, 'dropout': 0}",777.0
